"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=1 Ack=1 Win=519 Len=0"
"2","0.000051000","10.33.98.162","204.80.128.1","TLSv1.2","189","Application Data, Application Data, Application Data"
"3","0.052631400","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=1 Ack=136 Win=519 Len=0"
"4","0.069494200","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.105.228"
"5","0.187509900","10.33.98.162","20.195.84.7","TLSv1.2","82","Application Data"
"6","0.250865100","20.195.84.7","10.33.98.162","TCP","60","443  >  65255 [ACK] Seq=1 Ack=29 Win=9664 Len=0"
"7","0.377937500","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.95.143"
"8","0.423142400","10.33.98.162","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9","0.428987700","10.33.98.162","204.80.128.1","TLSv1.2","281","Application Data"
"10","0.429124100","10.33.98.162","123.16.110.247","UDP","257","9993  >  63138 Len=215"
"11","0.429172100","10.33.98.162","123.16.110.247","UDP","257","30061  >  63138 Len=215"
"12","0.429218000","10.33.98.162","123.16.110.247","UDP","257","55933  >  63138 Len=215"
"13","0.478273100","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=1 Ack=363 Win=519 Len=0"
"14","0.701610900","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"15","0.751159200","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=363 Ack=80 Win=251 Len=0"
"16","1.706553300","20.195.84.7","10.33.98.162","TLSv1.2","158","Application Data"
"17","1.762049200","10.33.98.162","20.195.84.7","TCP","54","65255  >  443 [ACK] Seq=29 Ack=105 Win=253 Len=0"
"18","2.237586100","20.195.84.7","10.33.98.162","TLSv1.2","81","Application Data"
"19","2.283055900","10.33.98.162","20.195.84.7","TCP","54","65255  >  443 [ACK] Seq=29 Ack=132 Win=253 Len=0"
"20","2.424810700","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.95.143"
"21","3.345968700","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.29.251"
"22","3.753449500","10.33.98.162","20.195.84.7","TLSv1.2","85","Application Data"
"23","3.803096900","20.195.84.7","10.33.98.162","TCP","60","443  >  65255 [ACK] Seq=132 Ack=60 Win=9664 Len=0"
"24","3.970760800","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.42.42"
"25","4.267704800","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.52.228"
"26","5.291793000","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.29.251"
"27","5.307843200","142.250.198.42","10.33.98.162","TLSv1.2","127","Application Data"
"28","5.308323000","10.33.98.162","142.250.198.42","TCP","54","51220  >  443 [FIN, ACK] Seq=1 Ack=74 Win=255 Len=0"
"29","5.333084200","142.250.198.42","10.33.98.162","TCP","60","443  >  51220 [FIN, ACK] Seq=74 Ack=2 Win=1045 Len=0"
"30","5.333147800","10.33.98.162","142.250.198.42","TCP","54","51220  >  443 [ACK] Seq=2 Ack=75 Win=255 Len=0"
"31","5.725784100","10.33.98.162","204.80.128.1","TLSv1.2","203","Application Data"
"32","5.725907900","10.33.98.162","103.195.103.66","UDP","179","9993  >  9993 Len=137"
"33","5.725943200","10.33.98.162","103.195.103.66","UDP","179","30061  >  9993 Len=137"
"34","5.725974700","10.33.98.162","103.195.103.66","UDP","179","55933  >  9993 Len=137"
"35","5.726086700","10.33.98.162","79.127.159.187","UDP","179","9993  >  9993 Len=137"
"36","5.726113000","10.33.98.162","79.127.159.187","UDP","179","30061  >  9993 Len=137"
"37","5.726139500","10.33.98.162","79.127.159.187","UDP","179","55933  >  9993 Len=137"
"38","5.726196100","10.33.98.162","84.17.53.155","UDP","179","9993  >  9993 Len=137"
"39","5.726222100","10.33.98.162","84.17.53.155","UDP","179","30061  >  9993 Len=137"
"40","5.726264700","10.33.98.162","84.17.53.155","UDP","179","55933  >  9993 Len=137"
"41","5.726326000","10.33.98.162","185.152.67.145","UDP","179","9993  >  9993 Len=137"
"42","5.726340300","10.33.98.162","185.152.67.145","UDP","179","30061  >  9993 Len=137"
"43","5.726354900","10.33.98.162","185.152.67.145","UDP","179","55933  >  9993 Len=137"
"44","5.774006200","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=80 Ack=512 Win=519 Len=0"
"45","5.774057000","10.33.98.162","204.80.128.1","TLSv1.2","501","Application Data, Application Data, Application Data"
"46","5.828810600","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=80 Ack=959 Win=519 Len=0"
"47","5.897152000","204.80.128.1","10.33.98.162","TLSv1.2","695","Application Data"
"48","5.906198800","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.42.42"
"49","5.947431000","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=959 Ack=721 Win=255 Len=0"
"50","5.983603100","204.80.128.1","10.33.98.162","TLSv1.2","695","Application Data"
"51","6.001022400","204.80.128.1","10.33.98.162","TLSv1.2","695","Application Data"
"52","6.001090700","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=959 Ack=2003 Win=250 Len=0"
"53","6.003081100","204.80.128.1","10.33.98.162","TLSv1.2","695","Application Data"
"54","6.056534800","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=959 Ack=2644 Win=255 Len=0"
"55","6.096867600","10.33.98.162","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"56","6.097029500","10.33.98.162","204.80.128.1","TLSv1.2","315","Application Data"
"57","6.097085400","10.33.98.162","123.16.110.247","UDP","291","9993  >  63138 Len=249"
"58","6.097103500","10.33.98.162","123.16.110.247","UDP","291","30061  >  63138 Len=249"
"59","6.097120400","10.33.98.162","123.16.110.247","UDP","291","55933  >  63138 Len=249"
"60","6.147593600","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=2644 Ack=1220 Win=519 Len=0"
"61","6.326003100","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.105.119"
"62","6.363567200","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"63","6.368715100","204.80.128.1","10.33.98.162","TLSv1.2","94","Application Data"
"64","6.368715100","204.80.128.1","10.33.98.162","TLSv1.2","94","Application Data"
"65","6.368715100","204.80.128.1","10.33.98.162","TLSv1.2","174","Application Data, Application Data, Application Data"
"66","6.368754900","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=1220 Ack=2923 Win=254 Len=0"
"67","6.368811500","10.33.98.162","204.80.128.1","TLSv1.2","103","Application Data"
"68","6.368882200","10.33.98.162","123.16.110.247","UDP","79","9993  >  63130 Len=37"
"69","6.368907200","10.33.98.162","123.16.110.247","UDP","79","30061  >  63130 Len=37"
"70","6.368931700","10.33.98.162","123.16.110.247","UDP","79","55933  >  63130 Len=37"
"71","6.368961200","10.33.98.162","123.16.110.247","UDP","79","9993  >  9993 Len=37"
"72","6.368983500","10.33.98.162","123.16.110.247","UDP","79","30061  >  9993 Len=37"
"73","6.369070500","10.33.98.162","123.16.110.247","UDP","79","55933  >  9993 Len=37"
"74","6.369107900","10.33.98.162","123.16.110.247","UDP","79","9993  >  50643 Len=37"
"75","6.369134800","10.33.98.162","123.16.110.247","UDP","79","30061  >  50643 Len=37"
"76","6.369174700","10.33.98.162","123.16.110.247","UDP","79","55933  >  50643 Len=37"
"77","6.369204100","10.33.98.162","123.16.110.247","UDP","79","9993  >  63137 Len=37"
"78","6.369225000","10.33.98.162","123.16.110.247","UDP","79","30061  >  63137 Len=37"
"79","6.369248200","10.33.98.162","123.16.110.247","UDP","79","55933  >  63137 Len=37"
"80","6.369275600","10.33.98.162","123.16.110.247","UDP","79","9993  >  33766 Len=37"
"81","6.369297500","10.33.98.162","123.16.110.247","UDP","79","30061  >  33766 Len=37"
"82","6.369321300","10.33.98.162","123.16.110.247","UDP","79","55933  >  33766 Len=37"
"83","6.420048300","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=2923 Ack=1269 Win=519 Len=0"
"84","6.420099600","10.33.98.162","204.80.128.1","TLSv1.2","250","Application Data, Application Data, Application Data, Application Data"
"85","6.477213900","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=2923 Ack=1465 Win=519 Len=0"
"86","7.104894400","10.33.98.162","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"87","7.104979300","10.33.98.162","204.80.128.1","TLSv1.2","315","Application Data"
"88","7.105076500","10.33.98.162","123.16.110.247","UDP","291","9993  >  63138 Len=249"
"89","7.105115200","10.33.98.162","123.16.110.247","UDP","291","30061  >  63138 Len=249"
"90","7.105149700","10.33.98.162","123.16.110.247","UDP","291","55933  >  63138 Len=249"
"91","7.107120500","10.33.98.162","104.208.16.90","TLSv1.2","475","Application Data"
"92","7.107188600","10.33.98.162","104.208.16.90","TLSv1.2","93","Application Data"
"93","7.107224400","10.33.98.162","104.208.16.90","TLSv1.2","3006","Application Data"
"94","7.153104000","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=2923 Ack=1726 Win=519 Len=0"
"95","7.350320700","104.208.16.90","10.33.98.162","TCP","60","443  >  50202 [ACK] Seq=1 Ack=461 Win=16387 Len=0"
"96","7.350320700","104.208.16.90","10.33.98.162","TLSv1.2","93","Application Data"
"97","7.352004500","104.208.16.90","10.33.98.162","TCP","60","443  >  50202 [ACK] Seq=40 Ack=1821 Win=16389 Len=0"
"98","7.352004500","104.208.16.90","10.33.98.162","TCP","60","443  >  50202 [ACK] Seq=40 Ack=3413 Win=16389 Len=0"
"99","7.372616600","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"100","7.405526900","10.33.98.162","104.208.16.90","TCP","54","50202  >  443 [ACK] Seq=3413 Ack=40 Win=253 Len=0"
"101","7.421451100","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=1726 Ack=3002 Win=254 Len=0"
"102","7.651167700","104.208.16.90","10.33.98.162","TLSv1.2","149","Application Data"
"103","7.651808500","10.33.98.162","104.208.16.90","TLSv1.2","89","Application Data"
"104","7.942267500","104.208.16.90","10.33.98.162","TCP","60","443  >  50202 [ACK] Seq=135 Ack=3448 Win=16388 Len=0"
"105","8.040550900","10.33.98.162","150.171.110.104","TCP","66","51558  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"106","8.091418400","150.171.110.104","10.33.98.162","TCP","66","443  >  51558 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=512"
"107","8.091499000","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"108","8.091899500","10.33.98.162","150.171.110.104","TLSv1.3","2150","Client Hello (SNI=main.vscode-cdn.net)"
"109","8.119473900","10.33.98.162","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"110","8.121195000","10.33.98.162","204.80.128.1","TLSv1.2","315","Application Data"
"111","8.121252500","10.33.98.162","123.16.110.247","UDP","291","9993  >  63138 Len=249"
"112","8.121271000","10.33.98.162","123.16.110.247","UDP","291","30061  >  63138 Len=249"
"113","8.121288800","10.33.98.162","123.16.110.247","UDP","291","55933  >  63138 Len=249"
"114","8.145181100","150.171.110.104","10.33.98.162","TCP","60","443  >  51558 [ACK] Seq=1 Ack=1361 Win=68608 Len=0"
"115","8.147728200","150.171.110.104","10.33.98.162","TCP","60","443  >  51558 [ACK] Seq=1 Ack=2097 Win=71680 Len=0"
"116","8.148141400","150.171.110.104","10.33.98.162","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"117","8.148419800","10.33.98.162","150.171.110.104","TLSv1.3","964","Change Cipher Spec, Client Hello (SNI=main.vscode-cdn.net)"
"118","8.170377200","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=3002 Ack=1987 Win=519 Len=0"
"119","8.182165300","10.33.98.162","142.250.198.46","TCP","55","56462  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"120","8.201699100","150.171.110.104","10.33.98.162","TLSv1.3","335","Server Hello, Application Data, Application Data"
"121","8.202007600","10.33.98.162","150.171.110.104","TLSv1.3","128","Application Data"
"122","8.202123800","10.33.98.162","150.171.110.104","TLSv1.3","146","Application Data"
"123","8.202203400","10.33.98.162","150.171.110.104","TLSv1.3","326","Application Data"
"124","8.204790100","142.250.198.46","10.33.98.162","TCP","66","443  >  56462 [ACK] Seq=1 Ack=2 Win=1040 Len=0 SLE=1 SRE=2"
"125","8.253548100","150.171.110.104","10.33.98.162","TLSv1.3","116","Application Data"
"126","8.253548100","150.171.110.104","10.33.98.162","TLSv1.3","85","Application Data"
"127","8.253604900","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3445 Ack=474 Win=65024 Len=0"
"128","8.253728900","10.33.98.162","150.171.110.104","TLSv1.3","85","Application Data"
"129","8.255806500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=474 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"130","8.255838400","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=1834 Win=65280 Len=0"
"131","8.256749200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=1834 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"132","8.256749200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=3194 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"133","8.256749200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=4554 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"134","8.256749200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=5914 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"135","8.256749200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=7274 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"136","8.256793700","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=8634 Win=65280 Len=0"
"137","8.261197900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=8634 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"138","8.261197900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=9994 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"139","8.261228100","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=11354 Win=65280 Len=0"
"140","8.264316500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=11354 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"141","8.264316500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=12714 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"142","8.264350300","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=14074 Win=65280 Len=0"
"143","8.305096500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=14074 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"144","8.305096500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=15434 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 146]"
"145","8.305154500","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=16794 Win=65280 Len=0"
"146","8.307017700","150.171.110.104","10.33.98.162","TLSv1.3","1414","Application Data"
"147","8.307017700","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=18154 Ack=3445 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"148","8.307053700","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=19514 Win=65280 Len=0"
"149","8.312242100","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=19514 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"150","8.312242100","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=20874 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"151","8.312281200","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=22234 Win=65280 Len=0"
"152","8.315878700","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=22234 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"153","8.315878700","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=23594 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"154","8.315908300","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=24954 Win=65280 Len=0"
"155","8.320076500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=24954 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"156","8.320076500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=26314 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"157","8.320105800","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=27674 Win=65280 Len=0"
"158","8.324383000","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=27674 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"159","8.324383000","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=29034 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"160","8.324420600","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=30394 Win=65280 Len=0"
"161","8.325924500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=30394 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"162","8.325924500","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=31754 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 164]"
"163","8.325968300","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=33114 Win=65280 Len=0"
"164","8.328109700","150.171.110.104","10.33.98.162","TLSv1.3","1414","Application Data, Application Data"
"165","8.328109700","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=34474 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"166","8.328151000","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=35834 Win=65280 Len=0"
"167","8.331884900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=35834 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"168","8.331884900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=37194 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"169","8.331908000","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=38554 Win=65280 Len=0"
"170","8.339403900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=38554 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"171","8.339403900","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=39914 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"172","8.339423000","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=41274 Win=65280 Len=0"
"173","8.340139300","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=41274 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"174","8.340139300","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=42634 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"175","8.340151700","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=43994 Win=65280 Len=0"
"176","8.342368400","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=43994 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"177","8.342368400","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=45354 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"178","8.342392400","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=46714 Win=65280 Len=0"
"179","8.357843700","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=46714 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"180","8.360070400","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=48074 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 181]"
"181","8.360070400","150.171.110.104","10.33.98.162","TLSv1.3","1414","Application Data"
"182","8.360070400","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=50794 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"183","8.360160400","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=52154 Win=65280 Len=0"
"184","8.361162100","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=52154 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"185","8.361162100","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=53514 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"186","8.361229300","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=54874 Win=65280 Len=0"
"187","8.365699300","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=54874 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"188","8.365699300","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=56234 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"189","8.365699300","Cisco_f5:74:20","Broadcast","ARP","60","ARP Announcement for 10.33.105.119"
"190","8.365783500","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=57594 Win=65280 Len=0"
"191","8.372204200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=57594 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"192","8.372204200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=58954 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"193","8.372204200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=60314 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"194","8.372204200","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=61674 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"195","8.372282300","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=63034 Win=65280 Len=0"
"196","8.376989800","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=63034 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"197","8.376989800","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=64394 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 199]"
"198","8.377038500","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=65754 Win=65280 Len=0"
"199","8.377611600","150.171.110.104","10.33.98.162","TLSv1.3","1414","Application Data, Application Data"
"200","8.377611600","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=67114 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 206]"
"201","8.377647600","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=68474 Win=130816 Len=0"
"202","8.381880800","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=68474 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 206]"
"203","8.381880800","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [PSH, ACK] Seq=69834 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 206]"
"204","8.381919100","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=71194 Win=130816 Len=0"
"205","8.383891400","150.171.110.104","10.33.98.162","TCP","1414","443  >  51558 [ACK] Seq=71194 Ack=3476 Win=76800 Len=1360 [TCP PDU reassembled in 206]"
"206","8.383891400","150.171.110.104","10.33.98.162","TLSv1.3","148","Application Data"
"207","8.383929400","10.33.98.162","150.171.110.104","TCP","54","51558  >  443 [ACK] Seq=3476 Ack=72648 Win=130816 Len=0"
"208","8.389064500","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"209","8.434454700","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=1987 Ack=3081 Win=254 Len=0"
"210","8.978457900","Cisco_f5:74:20","Broadcast","ARP","60","Gratuitous ARP for 10.33.111.55 (Reply)"
"211","9.131622200","10.33.98.162","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"212","9.131737000","10.33.98.162","204.80.128.1","TLSv1.2","315","Application Data"
"213","9.131781200","10.33.98.162","123.16.110.247","UDP","291","9993  >  63138 Len=249"
"214","9.131798200","10.33.98.162","123.16.110.247","UDP","291","30061  >  63138 Len=249"
"215","9.131816200","10.33.98.162","123.16.110.247","UDP","291","55933  >  63138 Len=249"
"216","9.183286900","204.80.128.1","10.33.98.162","TCP","60","443  >  63539 [ACK] Seq=3081 Ack=2248 Win=519 Len=0"
"217","9.319599400","10.33.98.162","10.22.103.10","DNS","101","Standard query 0x3be6 A westus-0.in.applicationinsights.azure.com"
"218","9.319864700","10.33.98.162","10.22.103.10","DNS","101","Standard query 0xfaf1 AAAA westus-0.in.applicationinsights.azure.com"
"219","9.324109600","10.22.103.10","10.33.98.162","DNS","248","Standard query response 0x3be6 A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.76"
"220","9.324109600","10.22.103.10","10.33.98.162","DNS","267","Standard query response 0xfaf1 AAAA westus-0.in.applicationinsights.azure.com SOA fake-for-negative-caching.adguard.com"
"221","9.324593900","10.33.98.162","20.189.172.76","TCP","66","51559  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"222","9.403981700","204.80.128.1","10.33.98.162","TLSv1.2","133","Application Data"
"223","9.446646900","10.33.98.162","204.80.128.1","TCP","54","63539  >  443 [ACK] Seq=2248 Ack=3160 Win=253 Len=0"
